"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
111,"Ukraine","Commonwealth of Independent States",4.681,4.72705,0.85776,63,0.37512,0.19192,0.94635,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Eurasia","c","PF",3,3
112,"Iraq","Middle East and North Africa",4.677,5.8299,0.58399,60,0,0.22518,0.75018,2015,"Military dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.4,FALSE,FALSE,"Middle East","c","NF",6,6
113,"South Africa","Sub-Saharan Africa",4.642,5.44536,0.84486,49,0.49582,0.15044,0.83903,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
114,"Ghana","Sub-Saharan Africa",4.633,3.22748,0.48461,53,0.63222,0.29008,0.92109,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",1,2
115,"Zimbabwe","Sub-Saharan Africa",4.61,1.60314,0.73651,51,0.38614,0.23857,0.85361,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",5,6
116,"Liberia","Sub-Saharan Africa",4.571,0.4212,0.56316,51,0.426,0.3061,0.88708,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
117,"India","South Asia",4.565,3.81558,0.27223,57,0.59406,0.33265,0.84614,2015,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.16666666666667,TRUE,TRUE,"Asia","c","F",2,3
118,"Sudan","Sub-Saharan Africa",4.55,3.08252,0.72316,52,0.15053,0.2395,0.73437,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.125,TRUE,"non-democratic multi-party elections",1.14285714285714,FALSE,FALSE,"Africa","c","NF",7,7
119,"Haiti","Latin America and Caribbean",4.518,1.57791,0.52988,53,0.3647,0.58032,0.6888,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Americas","c","PF",5,5
120,"Congo (Kinshasa)","Sub-Saharan Africa",4.517,0,0.714,42,0.33753,0.31203,0.86185,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.111111111111111,TRUE,"non-democratic multi-party elections",1.88888888888889,FALSE,FALSE,"Africa","c","NF",6,6
121,"Nepal","South Asia",4.514,2.12947,0.61651,59,0.57161,0.40578,0.89298,2015,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
122,"Ethiopia","Sub-Saharan Africa",4.512,1.12829,0.43078,55,0.64877,0.30563,0.72736,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",1.16666666666667,FALSE,FALSE,"Africa","c","NF",6,6
123,"Sierra Leone","Sub-Saharan Africa",4.507,1.9536,0.68156,39,0.6098,0.26999,0.84081,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,3
124,"Mauritania","Sub-Saharan Africa",4.436,2.68612,0.61978,52,0.36182,0.27516,0.68362,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
125,"Kenya","Sub-Saharan Africa",4.419,2.15751,0.71227,54,0.63033,0.47171,0.89421,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
126,"Djibouti","Sub-Saharan Africa",4.369,2.6044,0.42223,52,0.68795,0.22733,0.49077,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.5,FALSE,FALSE,"Africa","c","NF",6,5
127,"Armenia","Commonwealth of Independent States",4.35,4.54452,0.5542,65,0.29635,0.0987,0.92933,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.25,TRUE,TRUE,"Eurasia","c","PF",5,4
128,"Botswana","Sub-Saharan Africa",4.332,5.87752,0.78777,40,0.73903,0.13143,0.77398,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","F",3,2
129,"Myanmar","Southeast Asia",4.307,1.6036,0.50566,56,0.65723,1,0.65513,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.2,FALSE,FALSE,"Asia","c","NF",6,6
130,"Georgia","Commonwealth of Independent States",4.297,4.38886,0.275,65,0.60588,0.06969,0.30549,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Eurasia","c","PF",3,3
131,"Malawi","Sub-Saharan Africa",4.292,0.09487,0.29335,47,0.64285,0.41624,0.87359,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","PF",3,4
132,"Sri Lanka","South Asia",4.271,4.94102,0.72674,64,0.8022,0.51298,0.8337,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",5,5
133,"Cameroon","Sub-Saharan Africa",4.252,2.49938,0.63304,47,0.73625,0.25906,0.89517,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
134,"Bulgaria","Central and Eastern Europe",4.218,5.98762,0.78884,66,0.45671,0.14978,0.9842,2015,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",2,2
135,"Egypt","Middle East and North Africa",4.194,5.21644,0.53272,61,0.25813,0.14186,0.88541,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"no elections",1.8,FALSE,FALSE,"Africa","c","NF",6,5
136,"Yemen","Middle East and North Africa",4.077,3.23288,0.4856,53,0.53112,0.11473,0.85769,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",1.33333333333333,FALSE,FALSE,"Middle East","c","NF",6,6
137,"Angola","Sub-Saharan Africa",4.033,4.48283,0.61359,45,0.15505,0.1551,0.87097,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Africa","c","NF",6,5
138,"Mali","Sub-Saharan Africa",3.995,1.54249,0.7383,46,0.58019,0.23619,0.7762,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",5,4
139,"Congo (Brazzaville)","Sub-Saharan Africa",3.989,4.01476,0.47274,50,0.61915,0.15565,0.78827,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
140,"Comoros","Sub-Saharan Africa",3.956,1.41419,0.56534,52,0.34218,0.21914,0.63943,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","PF",3,4
141,"Uganda","Sub-Saharan Africa",3.931,1.24835,0.80799,51,0.68277,0.36521,0.86834,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Africa","c","NF",6,5
142,"Senegal","Sub-Saharan Africa",3.904,2.15909,0.69617,54,0.54905,0.26188,0.80589,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.6,TRUE,"democratic elections",2.6,TRUE,TRUE,"Africa","c","F",2,2
143,"Gabon","Sub-Saharan Africa",3.896,6.27204,0.6456,54,0.47653,0.08571,0.79905,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
144,"Niger","Sub-Saharan Africa",3.845,0.41055,0.55101,49,0.7121,0.24359,0.71664,2015,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",3,4
145,"Cambodia","Southeast Asia",3.819,2.72347,0.4474,61,0.98914,0.5071,0.86869,2015,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",6,5
146,"Tanzania","Sub-Saharan Africa",3.781,1.68716,0.71506,53,0.49091,0.43194,0.89588,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.375,TRUE,"non-democratic multi-party elections",2.375,FALSE,FALSE,"Africa","c","PF",3,3
147,"Madagascar","Sub-Saharan Africa",3.681,1.23192,0.47639,56,0.28644,0.26805,0.8528,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",4,4
148,"Central African Republic","Sub-Saharan Africa",3.678,0.46439,0,41,0.72984,0.29948,0.84981,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.6,FALSE,FALSE,"Africa","c","NF",7,7
149,"Chad","Sub-Saharan Africa",3.667,2.02275,0.54243,44,0.3509,0.23102,0.90454,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
150,"Guinea","Sub-Saharan Africa",3.656,1.03032,0.33144,47,0.56329,0.36006,0.78006,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Africa","c","PF",5,5
151,"Ivory Coast","Sub-Saharan Africa",3.655,2.75284,0.54994,44,0.69977,0.25337,0.67528,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.6,TRUE,"non-democratic multi-party elections",2.6,FALSE,FALSE,"Africa","c","PF",5,4
152,"Burkina Faso","Sub-Saharan Africa",3.587,1.52693,0.60752,49,0.58968,0.27324,0.7675,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",6,3
153,"Afghanistan","South Asia",3.575,1.89197,0.21598,50,0.3496,0.45874,0.82391,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Asia","c","NF",6,6
154,"Rwanda","Sub-Saharan Africa",3.465,1.31375,0.55176,54,0.88395,0.28431,0,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
155,"Benin","Sub-Saharan Africa",3.34,1.69577,0.25236,50,0.72342,0.22943,0.85487,2015,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,2
156,"Syria","Middle East and North Africa",3.006,3.92329,0.33867,65,0.23418,0.59279,0.65745,2015,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.4,TRUE,"non-democratic multi-party elections",2.4,FALSE,FALSE,"Middle East","c","NF",7,7
157,"Burundi","Sub-Saharan Africa",2.905,0.09053,0.29658,47,0.17693,0.24786,0.81769,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
158,"Togo","Sub-Saharan Africa",2.839,1.23446,0.0998,49,0.54429,0.20959,0.80556,2015,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",4,4
111,"Sierra Leone","Sub-Saharan Africa",4.635,9.44368,0.53074,44,0.50429,0.29153,0.16223,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,3
144,"Chad","Sub-Saharan Africa",3.763,9.42133,0.53393,46,0.21048,0.22772,0.09803,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
139,"Ivory Coast","Sub-Saharan Africa",3.916,9.97862,0.48659,46,0.66827,0.24811,0.30739,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.6,TRUE,"non-democratic multi-party elections",2.6,FALSE,FALSE,"Africa","c","PF",4,4
141,"Angola","Sub-Saharan Africa",3.866,9.9228,0.56087,46,0.00967,0.14726,0.16694,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Africa","c","NF",6,6
103,"Nigeria","Sub-Saharan Africa",4.875,9.70016,0.54509,46,0.45776,0.28325,0.06037,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",4,5
76,"Somalia","Sub-Saharan Africa",5.44,0,0.28407,49,0.93311,0.33213,0.61717,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"no elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,7
114,"Cameroon","Sub-Saharan Africa",4.513,9.62138,0.52856,49,0.70234,0.27668,0.12126,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
157,"Burundi","Sub-Saharan Africa",2.905,7.36575,0.19812,51,0.071,0.24753,0.18643,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,6
143,"South Sudan","Sub-Saharan Africa",3.832,9.96735,0.15651,51,0.32314,0.31595,0.25762,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"no elections",2.16666666666667,FALSE,FALSE,"Africa","c","NF",7,6
131,"Zimbabwe","Sub-Saharan Africa",4.193,9.51646,0.60408,51,0.41791,0.22573,0.16986,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","PF",5,5
135,"Mali","Sub-Saharan Africa",4.073,9.73172,0.72962,51,0.45267,0.25697,0.27012,2016,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",5,4
154,"Afghanistan","South Asia",3.36,9.63815,0.09327,51,0.27002,0.38145,0.14077,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Asia","c","NF",6,6
116,"South Africa","Sub-Saharan Africa",4.459,9.95684,0.81177,52,0.69817,0.1666,0.16657,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
125,"Congo (Kinshasa)","Sub-Saharan Africa",4.272,7.90737,0.68182,52,0.2564,0.31057,0.12025,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.111111111111111,TRUE,"non-democratic multi-party elections",1.88888888888889,FALSE,FALSE,"Africa","c","NF",6,6
151,"Guinea","Sub-Saharan Africa",3.607,8.49819,0.26275,52,0.50869,0.36493,0.23595,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Africa","c","PF",5,5
146,"Uganda","Sub-Saharan Africa",3.739,9.8876,0.7689,52,0.71741,0.33063,0.12751,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Africa","c","NF",6,5
153,"Benin","Sub-Saharan Africa",3.484,9.21448,0.08805,53,0.65321,0.24619,0.13223,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,2
145,"Burkina Faso","Sub-Saharan Africa",3.739,9.68359,0.53288,53,0.54841,0.29709,0.24807,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,3
150,"Liberia","Sub-Saharan Africa",3.622,7.64019,0.42554,54,0.42316,0.29355,0.09604,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
106,"Zambia","Sub-Saharan Africa",4.795,9.96247,0.53885,54,0.70112,0.21795,0.22721,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"democratic elections",2.28571428571429,TRUE,TRUE,"Africa","c","PF",3,4
155,"Togo","Sub-Saharan Africa",3.303,9.51589,0,54,0.56991,0.21369,0.22935,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",4,4
142,"Niger","Sub-Saharan Africa",3.856,5.01702,0.51155,55,0.62517,0.25582,0.33999,2016,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",3,4
136,"Haiti","Latin America and Caribbean",4.028,9.99461,0.24983,55,0.1984,0.58506,0.28653,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Americas","c","PF",5,5
127,"Congo (Brazzaville)","Sub-Saharan Africa",4.236,9.64441,0.40396,56,0.62348,0.14733,0.19305,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
130,"Mauritania","Sub-Saharan Africa",4.201,9.67499,0.7111,56,0.20839,0.27676,0.3554,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
132,"Malawi","Sub-Saharan Africa",4.156,7.72189,0.12423,56,0.68088,0.37779,0.14971,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","PF",3,3
124,"Ghana","Sub-Saharan Africa",4.276,9.28626,0.41709,56,0.67337,0.25867,0.06453,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",1,2
133,"Sudan","Sub-Saharan Africa",4.139,9.99269,0.69239,56,0,0.22053,0.1987,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.125,TRUE,"non-democratic multi-party elections",1.42857142857143,FALSE,FALSE,"Africa","c","NF",7,7
138,"Comoros","Sub-Saharan Africa",3.956,9.80559,0.5098,56,0.25328,0.22289,0.36493,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","PF",3,4
122,"Kenya","Sub-Saharan Africa",4.356,9.94645,0.64432,56,0.66683,0.50418,0.13234,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
147,"Yemen","Middle East and North Africa",3.724,9.34875,0.40138,57,0.37585,0.11981,0.11663,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",1.33333333333333,FALSE,FALSE,"Middle East","c","NF",7,6
152,"Rwanda","Sub-Saharan Africa",3.515,9.55183,0.52048,57,0.89271,0.28732,1,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
115,"Ethiopia","Sub-Saharan Africa",4.508,9.21583,0.32057,58,0.60319,0.36015,0.33986,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",1.16666666666667,FALSE,FALSE,"Africa","c","NF",7,6
113,"Namibia","Sub-Saharan Africa",4.574,9.98753,0.59464,58,0.79893,0.09509,0.20581,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,TRUE,FALSE,"Africa","c","F",2,2
137,"Botswana","Sub-Saharan Africa",3.974,9.97103,0.75374,58,0.72458,0.15158,0.21317,2016,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","F",3,2
134,"Gabon","Sub-Saharan Africa",4.121,9.93276,0.6116,58,0.46176,0.07617,0.18436,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
149,"Tanzania","Sub-Saharan Africa",3.666,9.57975,0.65601,59,0.52196,0.38394,0.10093,2016,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.375,TRUE,"non-democratic multi-party elections",2.375,FALSE,FALSE,"Africa","c","PF",3,4
148,"Madagascar","Sub-Saharan Africa",3.695,9.92691,0.38973,59,0.22488,0.26887,0.14857,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
102,"Laos","Southeast Asia",4.876,9.86262,0.46456,60,0.85734,0.52554,0.44383,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,6
119,"Myanmar","Southeast Asia",4.395,9.78674,0.59143,60,0.70161,1,0.40069,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.2,FALSE,FALSE,"Asia","c","NF",6,5
92,"Pakistan","South Asia",5.132,9.93634,0.22088,60,0.2403,0.38043,0.27475,2016,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",4,5
128,"Senegal","Sub-Saharan Africa",4.219,9.91461,0.65426,61,0.51038,0.23305,0.23121,2016,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.6,TRUE,"democratic elections",2.6,TRUE,TRUE,"Africa","c","F",2,2
140,"Cambodia","Southeast Asia",3.907,9.90401,0.45425,61,0.96719,0.49211,0.16018,2016,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",6,5
65,"Turkmenistan","Commonwealth of Independent States",5.658,9.91722,0.87739,62,0.61477,0.2753,0.56347,2016,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,7
118,"India","South Asia",4.404,9.99974,0.24718,62,0.66205,0.30533,0.17265,2016,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.16666666666667,TRUE,TRUE,"Asia","c","F",2,3
52,"Belize","Latin America and Caribbean",5.956,9.76528,0.58022,63,0.84195,0.28893,0.2132,2016,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,2
59,"Bolivia","Latin America and Caribbean",5.822,9.72997,0.70803,63,0.83751,0.2647,0.15332,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
82,"Philippines","Southeast Asia",5.279,9.67256,0.74267,63,0.90149,0.26441,0.23271,2016,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,3
